time	species	prob	err
Fri Mar 24 16:10:22 AEST 2017	Pseudomonas fluorescens	0.10977159491710817	0.01949061840858675
Fri Mar 24 16:10:22 AEST 2017	Micrococcus luteus	0.0439033314440543	0.01949061840858677
Fri Mar 24 16:10:22 AEST 2017	Pseudoalteromonas SM9913	0.07752838902120768	0.019490618408586763
Fri Mar 24 16:10:22 AEST 2017	Enterococcus faecalis	0.07798900624829197	0.019490618408586763
Fri Mar 24 16:10:22 AEST 2017	Escherichia coli	0.20419812646938823	0.019490618408586763
Fri Mar 24 16:10:43 AEST 2017	Halobacillus halophilus	0.10133480121296819	0.0186830577777551
Fri Mar 24 16:10:43 AEST 2017	Staphylococcus epidermidis	0.036332648823816226	0.018683057777755096
Fri Mar 24 16:10:43 AEST 2017	Chromobacterium violaceum	0.1039176681953186	0.0186830577777551
Fri Mar 24 16:10:43 AEST 2017	Pseudomonas TKP	0.0483860280747848	0.018683057777755096
Fri Mar 24 16:10:43 AEST 2017	Bacillus subtilis	0.18958275644327383	0.018683057777755113
Fri Mar 24 16:10:43 AEST 2017	Pseudomonas fluorescens	0.10477862385610207	0.0186830577777551
Fri Mar 24 16:10:43 AEST 2017	Micrococcus luteus	0.04322029411008398	0.018683057777755096
Fri Mar 24 16:10:43 AEST 2017	Pseudoalteromonas SM9913	0.07507565355907236	0.0186830577777551
Fri Mar 24 16:10:43 AEST 2017	Haloferax volcanii	0.02169640259049724	0.018683057777755096
Fri Mar 24 16:10:43 AEST 2017	Enterococcus faecalis	0.07981090969338145	0.0186830577777551
Fri Mar 24 16:10:43 AEST 2017	Escherichia coli	0.19733135739032504	0.018683057777755085
Fri Mar 24 16:10:58 AEST 2017	Halobacillus halophilus	0.10041280219069867	0.018277278576735626
Fri Mar 24 16:10:58 AEST 2017	Staphylococcus epidermidis	0.0363470937718075	0.01827727857673563
Fri Mar 24 16:10:58 AEST 2017	Chromobacterium violaceum	0.10451957837139682	0.018277278576735626
Fri Mar 24 16:10:58 AEST 2017	Pseudomonas TKP	0.046614034223552876	0.01827727857673563
Fri Mar 24 16:10:58 AEST 2017	Bacillus subtilis	0.18870849007570895	0.01827727857673564
Fri Mar 24 16:10:58 AEST 2017	Pseudomonas fluorescens	0.10493025598946663	0.018277278576735626
Fri Mar 24 16:10:58 AEST 2017	Micrococcus luteus	0.04332861327899435	0.018277278576735622
Fri Mar 24 16:10:58 AEST 2017	Pseudoalteromonas SM9913	0.07577214510650976	0.018277278576735626
Fri Mar 24 16:10:58 AEST 2017	Haloferax volcanii	0.021562699521294144	0.018277278576735622
Fri Mar 24 16:10:58 AEST 2017	Enterococcus faecalis	0.0794682436691381	0.018277278576735626
Fri Mar 24 16:10:58 AEST 2017	Escherichia coli	0.20020746338166379	0.01827727857673564
Fri Mar 24 16:11:22 AEST 2017	Halobacillus halophilus	0.09950859779645554	0.0178839921182221
Fri Mar 24 16:11:22 AEST 2017	Staphylococcus epidermidis	0.03681143691317479	0.017883992118222107
Fri Mar 24 16:11:22 AEST 2017	Chromobacterium violaceum	0.10266317192894767	0.017883992118222114
Fri Mar 24 16:11:22 AEST 2017	Pseudomonas TKP	0.04745812461033567	0.017883992118222107
Fri Mar 24 16:11:22 AEST 2017	Bacillus subtilis	0.18783667350623473	0.017883992118222114
Fri Mar 24 16:11:22 AEST 2017	Pseudomonas fluorescens	0.10700071136112432	0.017883992118222114
Fri Mar 24 16:11:22 AEST 2017	Micrococcus luteus	0.04272626341159749	0.0178839921182221
Fri Mar 24 16:11:22 AEST 2017	Pseudoalteromonas SM9913	0.07742657886901075	0.0178839921182221
Fri Mar 24 16:11:22 AEST 2017	Haloferax volcanii	0.021827209783837245	0.017883992118222104
Fri Mar 24 16:11:22 AEST 2017	Enterococcus faecalis	0.07939818770181833	0.017883992118222114
Fri Mar 24 16:11:22 AEST 2017	Escherichia coli	0.1984833612033956	0.017883992118222114
Fri Mar 24 16:11:58 AEST 2017	Halobacillus halophilus	0.0991216027343384	0.017519789360707874
Fri Mar 24 16:11:58 AEST 2017	Staphylococcus epidermidis	0.036031311838985156	0.017519789360707864
Fri Mar 24 16:11:58 AEST 2017	Chromobacterium violaceum	0.10289946446459905	0.01751978936070786
Fri Mar 24 16:11:58 AEST 2017	Pseudomonas TKP	0.04698711085674111	0.017519789360707864
Fri Mar 24 16:11:58 AEST 2017	Bacillus subtilis	0.1879013533954642	0.01751978936070786
Fri Mar 24 16:11:58 AEST 2017	Pseudomonas fluorescens	0.10441060915670333	0.017519789360707874
Fri Mar 24 16:11:58 AEST 2017	Micrococcus luteus	0.04396482147253257	0.017519789360707864
Fri Mar 24 16:11:58 AEST 2017	Pseudoalteromonas SM9913	0.07758779087185255	0.01751978936070786
Fri Mar 24 16:11:58 AEST 2017	Haloferax volcanii	0.021675437263994603	0.017519789360707864
Fri Mar 24 16:11:58 AEST 2017	Enterococcus faecalis	0.08023229408303503	0.017519789360707874
Fri Mar 24 16:11:58 AEST 2017	Escherichia coli	0.2003682971053244	0.017519789360707833
Fri Mar 24 16:12:25 AEST 2017	Halobacillus halophilus	0.10262443863117371	0.017525962228349484
Fri Mar 24 16:12:25 AEST 2017	Staphylococcus epidermidis	0.03647802465867279	0.01752596222834949
Fri Mar 24 16:12:25 AEST 2017	Chromobacterium violaceum	0.10485409303474116	0.017525962228349484
Fri Mar 24 16:12:25 AEST 2017	Pseudomonas TKP	0.04762629667651003	0.01752596222834949
Fri Mar 24 16:12:25 AEST 2017	Bacillus subtilis	0.19218222384113284	0.017525962228349484
Fri Mar 24 16:12:25 AEST 2017	Pseudomonas fluorescens	0.10559731116926366	0.017525962228349498
Fri Mar 24 16:12:25 AEST 2017	Micrococcus luteus	0.04613986040746506	0.01752596222834949
